Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,nose.x,nose.y,nose.z,l_eye.x,l_eye.y,l_eye.z,r_eye.x,r_eye.y,r_eye.z,l_ear.x,l_ear.y,l_ear.z,r_ear.x,r_ear.y,r_ear.z,neck.x,neck.y,neck.z,r_shoulder.x,r_shoulder.y,r_shoulder.z,l_shoulder.x,l_shoulder.y,l_shoulder.z,r_elbow.x,r_elbow.y,r_elbow.z,l_elbow.x,l_elbow.y,l_elbow.z,r_wrist.x,r_wrist.y,r_wrist.z,l_wrist.x,l_wrist.y,l_wrist.z,r_hip.x,r_hip.y,r_hip.z,l_hip.x,l_hip.y,l_hip.z,r_knee.x,r_knee.y,r_knee.z,l_knee.x,l_knee.y,l_knee.z,r_ankle.x,r_ankle.y,r_ankle.z,l_ankle.x,l_ankle.y,l_ankle.z
1736943234.753505,1,1736943234,753107547,,-0.12147891521453857,-0.6923766136169434,1.5700000524520874,-0.07751510292291641,-0.7122249603271484,1.6150001287460327,-0.1346154808998108,-0.6989706754684448,1.5850000381469727,-0.05476997420191765,-0.7228017449378967,1.6390000581741333,-0.1578817218542099,-0.6954771280288696,1.5770000219345093,-0.10797657817602158,-0.5601152777671814,1.5410001277923584,-0.2837910056114197,-0.5706581473350525,1.5700000524520874,0.06419836729764938,-0.5839904546737671,1.5770000219345093,-0.33229121565818787,-0.30449771881103516,1.5770000219345093,0.14757362008094788,-0.31010037660598755,1.600000023841858,-0.35862138867378235,-0.04933646693825722,1.592000126838684,0.2044675201177597,-0.09606515616178513,1.5850000381469727,-0.2176199108362198,-0.035493798553943634,1.5130001306533813,0.0390041321516037,-0.036013003438711166,1.527000069618225,-0.22907641530036926,0.355591744184494,1.5130001306533813,0.09038697183132172,0.35928359627723694,1.63100004196167,-0.07709018886089325,0.2249773144721985,0.48500001430511475,0.047666557133197784,0.1801280975341797,0.445000022649765
1736943234.793845,2,1736943234,793317317,,-0.1367768943309784,-0.780138373374939,1.7690000534057617,-0.08489486575126648,-0.7801443934440613,1.7690000534057617,-0.14863422513008118,-0.7721754908561707,1.7510000467300415,-0.06401033699512482,-0.698980987071991,1.5850000381469727,-0.17162451148033142,-0.7563374042510986,1.715000033378601,-0.10989773273468018,-0.5706135034561157,1.5700000524520874,-0.28500473499298096,-0.5731959342956543,1.5770000219345093,0.07544752955436707,-0.5839350819587708,1.5770000219345093,-0.35284706950187683,-0.3135790526866913,1.6230000257492065,0.15491943061351776,-0.3254953920841217,1.6800000667572021,-0.357001394033432,-0.0490918830037117,1.5850000381469727,0.20442041754722595,-0.09597491472959518,1.5850000381469727,-0.21859636902809143,-0.03564053401350975,1.5200001001358032,0.03900425508618355,-0.03600071370601654,1.527000069618225,-0.23013128340244293,0.35727885365486145,1.5200001001358032,0.10147282481193542,0.35749778151512146,1.6230000257492065,-0.07703457772731781,0.22496862709522247,0.48500001430511475,0.05134386196732521,0.181734099984169,0.4490000307559967
1736943234.833497,3,1736943234,833115339,,-0.1367768943309784,-0.780138373374939,1.7690000534057617,-0.08489486575126648,-0.7801443934440613,1.7690000534057617,-0.14863422513008118,-0.7721754908561707,1.7510000467300415,-0.06401033699512482,-0.698980987071991,1.5850000381469727,-0.17162451148033142,-0.7563374042510986,1.715000033378601,-0.10989773273468018,-0.5706135034561157,1.5700000524520874,-0.28500473499298096,-0.5731959342956543,1.5770000219345093,0.07544752955436707,-0.5839350819587708,1.5770000219345093,-0.35284706950187683,-0.3135790526866913,1.6230000257492065,0.15491943061351776,-0.3254953920841217,1.6800000667572021,-0.357001394033432,-0.0490918830037117,1.5850000381469727,0.20442041754722595,-0.09597491472959518,1.5850000381469727,-0.21859636902809143,-0.03564053401350975,1.5200001001358032,0.03900425508618355,-0.03600071370601654,1.527000069618225,-0.23013128340244293,0.35727885365486145,1.5200001001358032,0.10147282481193542,0.35749778151512146,1.6230000257492065,-0.07703457772731781,0.22496862709522247,0.48500001430511475,0.05134386196732521,0.181734099984169,0.4490000307559967
1736943234.874224,4,1736943234,873933315,,-0.1361793577671051,-0.7761697173118591,1.7600001096725464,-0.07462062686681747,-0.685767412185669,1.5550000667572021,-0.1494733691215515,-0.7761456966400146,1.7600001096725464,-0.05450212582945824,-0.7192709445953369,1.63100004196167,-0.15726901590824127,-0.6923892498016357,1.5700000524520874,-0.10990756750106812,-0.5706495046615601,1.5700000524520874,-0.2778807580471039,-0.5924545526504517,1.600000023841858,0.0787864625453949,-0.6098524332046509,1.6470000743865967,-0.34789857268333435,-0.30892413854599,1.600000023841858,0.1461045891046524,-0.30709195137023926,1.5850000381469727,-0.35695207118988037,-0.03814456984400749,1.5850000381469727,0.2113722860813141,-0.09918110072612762,1.6390000581741333,-0.21754342317581177,-0.035482700914144516,1.5130001306533813,0.039083149284124374,-0.03603050112724304,1.527000069618225,-0.230182483792305,0.3572123348712921,1.5200001001358032,0.10156143456697464,0.35747888684272766,1.6230000257492065,-0.07734448462724686,0.22590428590774536,0.4870000183582306,0.05089337006211281,0.18014493584632874,0.445000022649765
1736943234.9137554,5,1736943234,913243055,,-0.1361793577671051,-0.7761697173118591,1.7600001096725464,-0.07462062686681747,-0.685767412185669,1.5550000667572021,-0.1494733691215515,-0.7761456966400146,1.7600001096725464,-0.05450212582945824,-0.7192709445953369,1.63100004196167,-0.15726901590824127,-0.6923892498016357,1.5700000524520874,-0.10990756750106812,-0.5706495046615601,1.5700000524520874,-0.2778807580471039,-0.5924545526504517,1.600000023841858,0.0787864625453949,-0.6098524332046509,1.6470000743865967,-0.34789857268333435,-0.30892413854599,1.600000023841858,0.1461045891046524,-0.30709195137023926,1.5850000381469727,-0.35695207118988037,-0.03814456984400749,1.5850000381469727,0.2113722860813141,-0.09918110072612762,1.6390000581741333,-0.21754342317581177,-0.035482700914144516,1.5130001306533813,0.039083149284124374,-0.03603050112724304,1.527000069618225,-0.230182483792305,0.3572123348712921,1.5200001001358032,0.10156143456697464,0.35747888684272766,1.6230000257492065,-0.07734448462724686,0.22590428590774536,0.4870000183582306,0.05089337006211281,0.18014493584632874,0.445000022649765
1736943234.9535294,6,1736943234,953124523,,-0.1361793577671051,-0.7761697173118591,1.7600001096725464,-0.07462062686681747,-0.685767412185669,1.5550000667572021,-0.1494733691215515,-0.7761456966400146,1.7600001096725464,-0.05450212582945824,-0.7192709445953369,1.63100004196167,-0.15726901590824127,-0.6923892498016357,1.5700000524520874,-0.10990756750106812,-0.5706495046615601,1.5700000524520874,-0.2778807580471039,-0.5924545526504517,1.600000023841858,0.0787864625453949,-0.6098524332046509,1.6470000743865967,-0.34789857268333435,-0.30892413854599,1.600000023841858,0.1461045891046524,-0.30709195137023926,1.5850000381469727,-0.35695207118988037,-0.03814456984400749,1.5850000381469727,0.2113722860813141,-0.09918110072612762,1.6390000581741333,-0.21754342317581177,-0.035482700914144516,1.5130001306533813,0.039083149284124374,-0.03603050112724304,1.527000069618225,-0.230182483792305,0.3572123348712921,1.5200001001358032,0.10156143456697464,0.35747888684272766,1.6230000257492065,-0.07734448462724686,0.22590428590774536,0.4870000183582306,0.05089337006211281,0.18014493584632874,0.445000022649765
1736943234.9934433,7,1736943234,993056058,,-0.13502763211727142,-0.7682329416275024,1.7420001029968262,-0.0792061910033226,-0.7263342142105103,1.6470000743865967,-0.14737971127033234,-0.7642394304275513,1.7330000400543213,-0.05474555864930153,-0.722811222076416,1.6390000581741333,-0.18140242993831635,-0.7483977675437927,1.6970000267028809,-0.11044982075691223,-0.5731428861618042,1.5770000219345093,-0.27647730708122253,-0.5895034670829773,1.592000126838684,0.06489290297031403,-0.5894404053688049,1.592000126838684,-0.34787383675575256,-0.3091462552547455,1.600000023841858,0.14757007360458374,-0.3098849952220917,1.600000023841858,-0.35688966512680054,-0.04900679364800453,1.5850000381469727,0.2074173539876938,-0.0972692221403122,1.6080000400543213,-0.2206106185913086,-0.03607931733131409,1.534000039100647,0.03867207467556,-0.03575091436505318,1.5130001306533813,-0.23226405680179596,0.360573947429657,1.534000039100647,0.10153134167194366,0.3575116991996765,1.6230000257492065,-1.5023707151412964,-0.83171147108078,1.808000087738037,0.05099610984325409,0.1805429458618164,0.44600000977516174
1736943235.033251,8,1736943235,33000946,,-0.13502763211727142,-0.7682329416275024,1.7420001029968262,-0.0792061910033226,-0.7263342142105103,1.6470000743865967,-0.14737971127033234,-0.7642394304275513,1.7330000400543213,-0.05474555864930153,-0.722811222076416,1.6390000581741333,-0.18140242993831635,-0.7483977675437927,1.6970000267028809,-0.11044982075691223,-0.5731428861618042,1.5770000219345093,-0.27647730708122253,-0.5895034670829773,1.592000126838684,0.06489290297031403,-0.5894404053688049,1.592000126838684,-0.34787383675575256,-0.3091462552547455,1.600000023841858,0.14757007360458374,-0.3098849952220917,1.600000023841858,-0.35688966512680054,-0.04900679364800453,1.5850000381469727,0.2074173539876938,-0.0972692221403122,1.6080000400543213,-0.2206106185913086,-0.03607931733131409,1.534000039100647,0.03867207467556,-0.03575091436505318,1.5130001306533813,-0.23226405680179596,0.360573947429657,1.534000039100647,0.10153134167194366,0.3575116991996765,1.6230000257492065,-1.5023707151412964,-0.83171147108078,1.808000087738037,0.05099610984325409,0.1805429458618164,0.44600000977516174
1736943235.0733895,9,1736943235,73128938,,-0.1354699283838272,-0.7721995115280151,1.7510000467300415,-0.08108414709568024,-0.7448576092720032,1.689000129699707,-0.1495179980993271,-0.7761443257331848,1.7600001096725464,-0.05443194508552551,-0.7192746996879578,1.63100004196167,-0.15290912985801697,-0.6734263300895691,1.527000069618225,-0.10839616507291794,-0.5626683235168457,1.5480000972747803,-0.27260076999664307,-0.5813779830932617,1.5700000524520874,0.06425009667873383,-0.5839577913284302,1.5770000219345093,-0.3322349190711975,-0.30478498339653015,1.5770000219345093,0.15032261610031128,-0.3160461485385895,1.63100004196167,-0.35689619183540344,-0.04895218089222908,1.5850000381469727,0.205422505736351,-0.09639927744865417,1.592000126838684,-0.21647819876670837,-0.035479698330163956,1.50600004196167,0.03868670016527176,-0.035839520394802094,1.5130001306533813,-0.23012249171733856,0.3572368025779724,1.5200001001358032,0.08914905041456223,0.35417842864990234,1.6080000400543213,-1.4782729148864746,-0.8183709383010864,1.7790000438690186,0.0477522537112236,0.18051964044570923,0.44600000977516174
1736943235.114166,10,1736943235,113757848,,-0.1354699283838272,-0.7721995115280151,1.7510000467300415,-0.08108414709568024,-0.7448576092720032,1.689000129699707,-0.1495179980993271,-0.7761443257331848,1.7600001096725464,-0.05443194508552551,-0.7192746996879578,1.63100004196167,-0.15290912985801697,-0.6734263300895691,1.527000069618225,-0.10839616507291794,-0.5626683235168457,1.5480000972747803,-0.27260076999664307,-0.5813779830932617,1.5700000524520874,0.06425009667873383,-0.5839577913284302,1.5770000219345093,-0.3322349190711975,-0.30478498339653015,1.5770000219345093,0.15032261610031128,-0.3160461485385895,1.63100004196167,-0.35689619183540344,-0.04895218089222908,1.5850000381469727,0.205422505736351,-0.09639927744865417,1.592000126838684,-0.21647819876670837,-0.035479698330163956,1.50600004196167,0.03868670016527176,-0.035839520394802094,1.5130001306533813,-0.23012249171733856,0.3572368025779724,1.5200001001358032,0.08914905041456223,0.35417842864990234,1.6080000400543213,-1.4782729148864746,-0.8183709383010864,1.7790000438690186,0.0477522537112236,0.18051964044570923,0.44600000977516174
